470,509
496,472
504,430
496,391
494,359
488,337
476,299
459,256
456,219
462,174
468,136
480,109
502,93
551,86
587,86
613,113
625,127
646,150
654,185
663,209
669,240
665,270
666,289
672,311
682,335
692,352
713,380
735,396
755,406
778,420
812,460
812,491
810,507
801,535
779,545
747,551
730,549
703,542
661,538
634,540
601,543
574,545
551,544
500,539
478,539
466,519
